,fullpath,root,project,path,area,relative_path,filename,ext,lines
956,C:/Dev/Interactive/src/./UpdateDisplayData.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\Protocol\UpdateDisplayData.cs,UpdateDisplayData.cs,.cs,34
345,C:/Dev/Interactive/src/./DisposableDirectory.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Utility\DisposableDirectory.cs,DisposableDirectory.cs,.cs,34
244,C:/Dev/Interactive/src/./HoverTextProduced.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Events\HoverTextProduced.cs,HoverTextProduced.cs,.cs,33
260,C:/Dev/Interactive/src/./ValueProduced.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Events\ValueProduced.cs,ValueProduced.cs,.cs,33
966,C:/Dev/Interactive/src/./RequestReplyChannel.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\ZMQ\RequestReplyChannel.cs,RequestReplyChannel.cs,.cs,33
906,C:/Dev/Interactive/src/./MetadataExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\Messaging\MetadataExtensions.cs,MetadataExtensions.cs,.cs,33
119,C:/Dev/Interactive/src/./TaskExtensions.cs,C:/Dev/Interactive/,src,.,dotnet-interactive,src\dotnet-interactive\(Recipes)\TaskExtensions.cs,TaskExtensions.cs,.cs,33
428,C:/Dev/Interactive/src/./FeatureContainer.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\FeatureContainer.cs,FeatureContainer.cs,.cs,33
1113,C:/Dev/Interactive/src/./PackageReferenceTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\PackageReferenceTests.cs,PackageReferenceTests.cs,.cs,33
768,C:/Dev/Interactive/src/./TabularDataResourceFormatter{T}.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting,src\Microsoft.DotNet.Interactive.Formatting\TabularData\TabularDataResourceFormatter{T}.cs,TabularDataResourceFormatter{T}.cs,.cs,33
1124,C:/Dev/Interactive/src/./EnumerableExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\Utility\EnumerableExtensions.cs,EnumerableExtensions.cs,.cs,33
14,C:/Dev/Interactive/docs/./import-magic-command.md,C:/Dev/Interactive/,docs,.,Root,docs\import-magic-command.md,import-magic-command.md,.md,33
511,C:/Dev/Interactive/src/./ProjectFilePackageDiscoveryStrategy.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Packaging\ProjectFilePackageDiscoveryStrategy.cs,ProjectFilePackageDiscoveryStrategy.cs,.cs,33
719,C:/Dev/Interactive/src/./AnonymousTypeFormatter{T}.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting,src\Microsoft.DotNet.Interactive.Formatting\AnonymousTypeFormatter{T}.cs,AnonymousTypeFormatter{T}.cs,.cs,33
402,C:/Dev/Interactive/src/./Buffer.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Buffer.cs,Buffer.cs,.cs,33
658,C:/Dev/Interactive/src/./NotebookParseOrSerializeRequest.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Documents,src\Microsoft.DotNet.Interactive.Documents\ParserServer\NotebookParseOrSerializeRequest.cs,NotebookParseOrSerializeRequest.cs,.cs,33
921,C:/Dev/Interactive/src/./ExecuteReplyError.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\Protocol\ExecuteReplyError.cs,ExecuteReplyError.cs,.cs,32
426,C:/Dev/Interactive/src/./DocumentOpened.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Events\DocumentOpened.cs,DocumentOpened.cs,.cs,32
766,C:/Dev/Interactive/src/./TabularDataResource.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting,src\Microsoft.DotNet.Interactive.Formatting\TabularData\TabularDataResource.cs,TabularDataResource.cs,.cs,32
180,C:/Dev/Interactive/src/./ChangeWorkingDirectory.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Commands\ChangeWorkingDirectory.cs,ChangeWorkingDirectory.cs,.cs,32
403,C:/Dev/Interactive/src/./BufferExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\BufferExtensions.cs,BufferExtensions.cs,.cs,32
197,C:/Dev/Interactive/src/./SendValue.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Commands\SendValue.cs,SendValue.cs,.cs,32
710,C:/Dev/Interactive/src/./EnumerableExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.ExtensionLab,src\Microsoft.DotNet.Interactive.ExtensionLab\System.Collections.Generic\EnumerableExtensions.cs,EnumerableExtensions.cs,.cs,32
323,C:/Dev/Interactive/src/./SyntaxNodeOrToken.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Parsing\SyntaxNodeOrToken.cs,SyntaxNodeOrToken.cs,.cs,32
1154,C:/Dev/Interactive/src/./wallaby.js,C:/Dev/Interactive/,src,.,polyglot-notebooks-vscode,src\polyglot-notebooks-vscode\wallaby.js,wallaby.js,.js,32
1158,C:/Dev/Interactive/src/./wallaby.js,C:/Dev/Interactive/,src,.,polyglot-notebooks-vscode-insiders,src\polyglot-notebooks-vscode-insiders\wallaby.js,wallaby.js,.js,32
693,C:/Dev/Interactive/src/./ILDecompiler.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.ExtensionLab,src\Microsoft.DotNet.Interactive.ExtensionLab\Inspector\ILDecompiler\ILDecompiler.cs,ILDecompiler.cs,.cs,31
299,C:/Dev/Interactive/src/./MessageDiagnosticsFormatterSource.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\MessageDiagnosticsFormatterSource.cs,MessageDiagnosticsFormatterSource.cs,.cs,31
475,C:/Dev/Interactive/src/./WorkspaceFactory.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Models\Execution\WorkspaceFactory.cs,WorkspaceFactory.cs,.cs,31
169,C:/Dev/Interactive/src/./Program.cs,C:/Dev/Interactive/,src,.,interface-generator,src\interface-generator\Program.cs,Program.cs,.cs,31
485,C:/Dev/Interactive/src/./DirectoryPackageDiscoveryStrategy.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Packaging\DirectoryPackageDiscoveryStrategy.cs,DirectoryPackageDiscoveryStrategy.cs,.cs,31
991,C:/Dev/Interactive/src/./KqlKernelExtension.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Kql,src\Microsoft.DotNet.Interactive.Kql\KqlKernelExtension.cs,KqlKernelExtension.cs,.cs,31
997,C:/Dev/Interactive/src/./ChooseMermaidKernelDirective.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Mermaid,src\Microsoft.DotNet.Interactive.Mermaid\ChooseMermaidKernelDirective.cs,ChooseMermaidKernelDirective.cs,.cs,31
1074,C:/Dev/Interactive/src/./KernelCommandEnvelopeTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\Connection\KernelCommandEnvelopeTests.cs,KernelCommandEnvelopeTests.cs,.cs,31
193,C:/Dev/Interactive/src/./RequestSignatureHelp.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Commands\RequestSignatureHelp.cs,RequestSignatureHelp.cs,.cs,31
183,C:/Dev/Interactive/src/./DisplayValue.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Commands\DisplayValue.cs,DisplayValue.cs,.cs,31
959,C:/Dev/Interactive/src/./ShutdownRequestHandler.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\ShutdownRequestHandler.cs,ShutdownRequestHandler.cs,.cs,31
728,C:/Dev/Interactive/src/./FormatterMapByType.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting,src\Microsoft.DotNet.Interactive.Formatting\FormatterMapByType.cs,FormatterMapByType.cs,.cs,31
190,C:/Dev/Interactive/src/./RequestHoverText.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Commands\RequestHoverText.cs,RequestHoverText.cs,.cs,31
237,C:/Dev/Interactive/src/./CompletionsProduced.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Events\CompletionsProduced.cs,CompletionsProduced.cs,.cs,31
1153,C:/Dev/Interactive/src/./UPDATING-TO-NEW-VERSION-OF-STABLE.md,C:/Dev/Interactive/,src,.,polyglot-notebooks-vscode,src\polyglot-notebooks-vscode\UPDATING-TO-NEW-VERSION-OF-STABLE.md,UPDATING-TO-NEW-VERSION-OF-STABLE.md,.md,31
242,C:/Dev/Interactive/src/./DisplayEvent.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Events\DisplayEvent.cs,DisplayEvent.cs,.cs,31
885,C:/Dev/Interactive/src/./MathString.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\Formatting\MathString.cs,MathString.cs,.cs,31
188,C:/Dev/Interactive/src/./RequestCompletions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Commands\RequestCompletions.cs,RequestCompletions.cs,.cs,31
908,C:/Dev/Interactive/src/./CommClose.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\Protocol\CommClose.cs,CommClose.cs,.cs,30
909,C:/Dev/Interactive/src/./CommCloseConverter.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\Protocol\CommCloseConverter.cs,CommCloseConverter.cs,.cs,30
150,C:/Dev/Interactive/src/./FileProviderTests.cs,C:/Dev/Interactive/,src,.,dotnet-interactive.Tests,src\dotnet-interactive.Tests\FileProviderTests.cs,FileProviderTests.cs,.cs,30
324,C:/Dev/Interactive/src/./SyntaxToken.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Parsing\SyntaxToken.cs,SyntaxToken.cs,.cs,30
1150,C:/Dev/Interactive/src/./DEVGUIDE.md,C:/Dev/Interactive/,src,.,polyglot-notebooks-vscode,src\polyglot-notebooks-vscode\DEVGUIDE.md,DEVGUIDE.md,.md,30
840,C:/Dev/Interactive/src/./JsonElementExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Http,src\Microsoft.DotNet.Interactive.Http\Utility\JsonElementExtensions.cs,JsonElementExtensions.cs,.cs,30
642,C:/Dev/Interactive/src/./JsonConverter.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Documents,src\Microsoft.DotNet.Interactive.Documents\JsonConverter.cs,JsonConverter.cs,.cs,30
273,C:/Dev/Interactive/src/./JsonConverter.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\JsonConverter.cs,JsonConverter.cs,.cs,30
228,C:/Dev/Interactive/src/./DisplayExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\DisplayExtensions.cs,DisplayExtensions.cs,.cs,30
10,C:/Dev/Interactive/docs/./display-output-csharp.md,C:/Dev/Interactive/,docs,.,Root,docs\display-output-csharp.md,display-output-csharp.md,.md,30
116,C:/Dev/Interactive/samples/./README.md,C:/Dev/Interactive/,samples,.,simple-fsharp-console,samples\simple-fsharp-console\README.md,README.md,.md,30
682,C:/Dev/Interactive/src/./ConnectSQLiteCommand.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.ExtensionLab,src\Microsoft.DotNet.Interactive.ExtensionLab\ConnectSQLiteCommand.cs,ConnectSQLiteCommand.cs,.cs,30
1111,C:/Dev/Interactive/src/./LogDirectiveTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\LogDirectiveTests.cs,LogDirectiveTests.cs,.cs,30
993,C:/Dev/Interactive/src/./ToolsServiceClientExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Kql,src\Microsoft.DotNet.Interactive.Kql\ToolsServiceClientExtensions.cs,ToolsServiceClientExtensions.cs,.cs,30
421,C:/Dev/Interactive/src/./DiagnosticsExtractor.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\DiagnosticsExtractor.cs,DiagnosticsExtractor.cs,.cs,30
483,C:/Dev/Interactive/src/./CSharpLanguageSelector.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Packaging\CSharpLanguageSelector.cs,CSharpLanguageSelector.cs,.cs,29
436,C:/Dev/Interactive/src/./IDirectoryAccessor.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\IDirectoryAccessor.cs,IDirectoryAccessor.cs,.cs,29
896,C:/Dev/Interactive/src/./JupyterRequestContextScheduler.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\JupyterRequestContextScheduler.cs,JupyterRequestContextScheduler.cs,.cs,29
316,C:/Dev/Interactive/src/./ParsingExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Parsing\ParsingExtensions.cs,ParsingExtensions.cs,.cs,29
497,C:/Dev/Interactive/src/./PackageAsset.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Packaging\PackageAsset.cs,PackageAsset.cs,.cs,29
1048,C:/Dev/Interactive/src/./BuildInfo.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Telemetry,src\Microsoft.DotNet.Interactive.Telemetry\BuildInfo.cs,BuildInfo.cs,.cs,29
172,C:/Dev/Interactive/src/./ChooseKernelDirective.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\ChooseKernelDirective.cs,ChooseKernelDirective.cs,.cs,29
182,C:/Dev/Interactive/src/./DisplayError.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Commands\DisplayError.cs,DisplayError.cs,.cs,29
1135,C:/Dev/Interactive/src/./Wait.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\Utility\Wait.cs,Wait.cs,.cs,29
339,C:/Dev/Interactive/src/./AsyncContext.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Utility\AsyncContext.cs,AsyncContext.cs,.cs,29
912,C:/Dev/Interactive/src/./CommMsg.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\Protocol\CommMsg.cs,CommMsg.cs,.cs,28
131,C:/Dev/Interactive/src/./readme.md,C:/Dev/Interactive/,src,.,dotnet-interactive,src\dotnet-interactive\ContentFiles\readme.md,readme.md,.md,28
707,C:/Dev/Interactive/src/./SQLiteKernelExtension.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.ExtensionLab,src\Microsoft.DotNet.Interactive.ExtensionLab\SQLiteKernelExtension.cs,SQLiteKernelExtension.cs,.cs,28
665,C:/Dev/Interactive/src/./NotebookParserServerResponse.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Documents,src\Microsoft.DotNet.Interactive.Documents\ParserServer\NotebookParserServerResponse.cs,NotebookParserServerResponse.cs,.cs,28
388,C:/Dev/Interactive/src/./LanguageServiceExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharp,src\Microsoft.DotNet.Interactive.CSharp\LanguageServiceExtensions.cs,LanguageServiceExtensions.cs,.cs,28
157,C:/Dev/Interactive/src/./JupyterKernelSpecModuleUtilities.cs,C:/Dev/Interactive/,src,.,dotnet-interactive.Tests,src\dotnet-interactive.Tests\JupyterKernelSpecModuleUtilities.cs,JupyterKernelSpecModuleUtilities.cs,.cs,28
878,C:/Dev/Interactive/src/./BareObjectConverter.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\(Recipes)\BareObjectConverter.cs,BareObjectConverter.cs,.cs,28
518,C:/Dev/Interactive/src/./ProjectItem.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\ProjectItem.cs,ProjectItem.cs,.cs,28
412,C:/Dev/Interactive/src/./OpenDocument.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Commands\OpenDocument.cs,OpenDocument.cs,.cs,28
264,C:/Dev/Interactive/src/./HtmlKernel.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\HtmlKernel.cs,HtmlKernel.cs,.cs,28
249,C:/Dev/Interactive/src/./KernelEvent.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Events\KernelEvent.cs,KernelEvent.cs,.cs,28
49,C:/Dev/Interactive/eng/./README.md,C:/Dev/Interactive/,eng,.,common,eng\common\README.md,README.md,.md,28
619,C:/Dev/Interactive/src/./TestPackageInitializer.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject.Tests,src\Microsoft.DotNet.Interactive.CSharpProject.Tests\TestPackageInitializer.cs,TestPackageInitializer.cs,.cs,28
796,C:/Dev/Interactive/src/./Tags.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting.Tests,src\Microsoft.DotNet.Interactive.Formatting.Tests\Tags.cs,Tags.cs,.cs,28
579,C:/Dev/Interactive/src/./CompletionItemTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject.Tests,src\Microsoft.DotNet.Interactive.CSharpProject.Tests\CompletionItemTests.cs,CompletionItemTests.cs,.cs,28
694,C:/Dev/Interactive/src/./InspectionOptions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.ExtensionLab,src\Microsoft.DotNet.Interactive.ExtensionLab\Inspector\InspectionOptions.cs,InspectionOptions.cs,.cs,28
695,C:/Dev/Interactive/src/./InspectionResult.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.ExtensionLab,src\Microsoft.DotNet.Interactive.ExtensionLab\Inspector\InspectionResult.cs,InspectionResult.cs,.cs,28
312,C:/Dev/Interactive/src/./LanguageNode.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Parsing\LanguageNode.cs,LanguageNode.cs,.cs,28
1026,C:/Dev/Interactive/src/./PowerShellKernelExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.PowerShell,src\Microsoft.DotNet.Interactive.PowerShell\PowerShellKernelExtensions.cs,PowerShellKernelExtensions.cs,.cs,27
239,C:/Dev/Interactive/src/./DiagnosticsProduced.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Events\DiagnosticsProduced.cs,DiagnosticsProduced.cs,.cs,27
563,C:/Dev/Interactive/src/./Viewport.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Viewport.cs,Viewport.cs,.cs,27
625,C:/Dev/Interactive/src/./TextSpanToLinePositionSpanTransformerTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject.Tests,src\Microsoft.DotNet.Interactive.CSharpProject.Tests\TextSpanToLinePositionSpanTransformerTests.cs,TextSpanToLinePositionSpanTransformerTests.cs,.cs,27
770,C:/Dev/Interactive/src/./TabularDataResourceJsonString.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting,src\Microsoft.DotNet.Interactive.Formatting\TabularData\TabularDataResourceJsonString.cs,TabularDataResourceJsonString.cs,.cs,27
757,C:/Dev/Interactive/src/./TableDataFieldDescriptors.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting,src\Microsoft.DotNet.Interactive.Formatting\TabularData\TableDataFieldDescriptors.cs,TableDataFieldDescriptors.cs,.cs,27
191,C:/Dev/Interactive/src/./RequestInput.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Commands\RequestInput.cs,RequestInput.cs,.cs,27
640,C:/Dev/Interactive/src/./ByteArrayConverter.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Documents,src\Microsoft.DotNet.Interactive.Documents\Json\ByteArrayConverter.cs,ByteArrayConverter.cs,.cs,27
848,C:/Dev/Interactive/src/./ChallengeDefinition.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Journey,src\Microsoft.DotNet.Interactive.Journey\ChallengeDefinition.cs,ChallengeDefinition.cs,.cs,27
843,C:/Dev/Interactive/src/./HttpRequestKernelExtension.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.HttpRequest,src\Microsoft.DotNet.Interactive.HttpRequest\HttpRequestKernelExtension.cs,HttpRequestKernelExtension.cs,.cs,27
1146,C:/Dev/Interactive/src/./wallaby.js,C:/Dev/Interactive/,src,.,polyglot-notebooks-browser,src\polyglot-notebooks-browser\wallaby.js,wallaby.js,.js,27
851,C:/Dev/Interactive/src/./ChallengeExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Journey,src\Microsoft.DotNet.Interactive.Journey\ChallengeExtensions.cs,ChallengeExtensions.cs,.cs,27
1127,C:/Dev/Interactive/src/./FakeKernel.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\Utility\FakeKernel.cs,FakeKernel.cs,.cs,27
813,C:/Dev/Interactive/src/./FSharpKernelHelpers.fs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.FSharp,src\Microsoft.DotNet.Interactive.FSharp\FSharpKernelHelpers.fs,FSharpKernelHelpers.fs,.fs,27
750,C:/Dev/Interactive/src/./NonDestructurer.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting,src\Microsoft.DotNet.Interactive.Formatting\NonDestructurer.cs,NonDestructurer.cs,.cs,27
1000,C:/Dev/Interactive/src/./MermaidMarkdown.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Mermaid,src\Microsoft.DotNet.Interactive.Mermaid\MermaidMarkdown.cs,MermaidMarkdown.cs,.cs,27
894,C:/Dev/Interactive/src/./JupyterRequestContextExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\JupyterRequestContextExtensions.cs,JupyterRequestContextExtensions.cs,.cs,26
